referencia,transcricao_simulada
"""Boa tarde, Vanessa Soares. Esta entrevista está sendo gravada como parte da investigação sobre a venda de produtos falsificados em Leiria. O senhor entende seus direitos, incluindo o de permanecer em silêncio e solicitar a presença de um advogado?""","""Boa tarde, Vanessa Soares. Esta EXTRA entrevista está sendo gravada como da investigação ERRO a venda de produtos ERRO em ERRO O senhor entende direitos, incluindo o de permanecer em silêncio e solicitar a presença um advogado?"""
"""Sim, entendi.""","""Sim, entendi."""
"""Ótimo. Estamos aqui para esclarecer os fatos relacionados às mercadorias encontradas na sua banca. O que tem a dizer sobre isso?""","Estamos aqui para ERRO os fatos relacionados às mercadorias encontradas ERRO sua banca. que tem a dizer sobre isso?"""
"""Eu não sabia que eram falsificados. Achei que estava vendendo produtos legítimos.""","""Eu não eram falsificados. Achei que estava vendendo produtos legítimos."""
"""Vanessa, pode nos contar como adquiriu os produtos que estava vendendo na feira?""","EXTRA ""Vanessa, ERRO nos contar como adquiriu os produtos que estava vendendo na feira?"""
"""Comprei de um fornecedor que conheci pela internet. Ele me garantiu que eram originais.""","""Comprei de um fornecedor que conheci pela internet. ERRO me que eram"
"""Entendido. E o senhor verificou a procedência dos produtos antes de começar a vendê-los?""","""Entendido. E o senhor verificou a procedência dos ERRO antes de começar EXTRA a"
"""Não, confiei no fornecedor. Não achei que precisaria.""","""Não, confiei ERRO fornecedor. Não achei que precisaria."""
"""Vanessa, durante a fiscalização, encontramos produtos com logotipos e etiquetas que indicam falsificação. Além disso, temos mensagens em seu celular discutindo preços muito abaixo do mercado. Como explica isso?""","ERRO durante ERRO fiscalização, encontramos produtos com e etiquetas que indicam falsificação. Além disso, temos mensagens em seu celular discutindo preços ERRO abaixo do Como explica isso?"""
"""Esses preços baixos eram porque o fornecedor dizia que tinha um bom esquema de distribuição. Eu não sabia que eram falsificados.""","""Esses preços baixos eram fornecedor dizia que tinha um bom ERRO de distribuição. Eu não sabia que ERRO falsificados."""
"""Entendido. Mas também há depoimentos de clientes que relataram que a senhora afirmou que os produtos eram originais. Como justifica isso?""","""Entendido. Mas também há depoimentos de clientes que que a senhora EXTRA afirmou que ERRO produtos eram originais. Como isso?"""
"""Eu achava que eram originais. Nunca quis enganar ninguém.""","""Eu achava eram originais. Nunca enganar ninguém."""
"""Vanessa, se a senhora acreditava na autenticidade dos produtos, por que não pediu documentação ou notas fiscais ao fornecedor?""","""Vanessa, se a acreditava na autenticidade produtos, ERRO que não pediu documentação ou notas fiscais ao fornecedor?"""
"""Eu sei que foi um erro, mas achei que ele era confiável. Não pensei que precisava disso.""","""Eu que foi um erro, mas que ele era confiável. ERRO pensei que precisava disso."""
"""Entendido. Contudo, as mensagens indicam que a senhora sabia que os produtos poderiam ser falsificados. Isso não contradiz o que está dizendo agora?""","""Entendido. Contudo, as mensagens indicam que a ERRO sabia que produtos poderiam ser falsificados. Isso ERRO contradiz o que ERRO dizendo agora?"""
"""Eu tinha minhas dúvidas, mas nunca quis confirmar. Não achei que fosse tão sério.""","""Eu tinha minhas dúvidas, mas quis EXTRA confirmar. Não achei que fosse EXTRA tão sério."""
"""Vanessa, as provas mostram claramente que a senhora tinha ciência de que os produtos não eram legítimos. Este é o momento de ser honesta. Há algo mais que queira nos contar?""","""Vanessa, ERRO mostram que a senhora tinha ciência de que ERRO produtos não eram legítimos. Este é o momento de ser ERRO Há algo que queira nos contar?"""
"""Eu sabia que poderiam ser falsificados, mas nunca pensei que fosse tão grave. Só queria ganhar algum dinheiro extra.""","""Eu sabia EXTRA que poderiam ser falsificados, mas nunca pensei EXTRA que ERRO tão grave. Só queria ganhar algum dinheiro extra."""
"""Entendo. Mas ao vender esses produtos, a senhora prejudicou os clientes e as marcas envolvidas. Reconhece a gravidade da situação?""","""Entendo. ao vender esses ERRO a ERRO prejudicou os clientes e as envolvidas. Reconhece a gravidade da situação?"""
"""Sim, eu errei. Não devia ter feito isso.""","""Sim, eu errei. Não ERRO ter feito isso."""
"""Vanessa, agradeço pela sua colaboração. Esta gravação será analisada junto com as outras evidências. Se houver algo mais que queira acrescentar, agora é o momento.""","ERRO agradeço pela sua colaboração. Esta gravação será junto com EXTRA as outras evidências. Se houver algo mais que queira acrescentar, ERRO é o momento."""
"""Não, já disse tudo. Só quero resolver isso o mais rápido possível.""","""Não, já EXTRA disse tudo. Só quero resolver isso o mais EXTRA rápido possível."""
"""Entendido. A senhora será informada sobre os próximos passos do processo. Obrigado pelo seu tempo.""","""Entendido. ERRO senhora será informada os próximos EXTRA passos do processo. Obrigado pelo seu tempo."""
"""Boa tarde, Bruno Ferreira. Esta entrevista está sendo gravada como parte da investigação sobre o arrombamento de uma residência na madrugada de 8 de dezembro. O senhor entende seus direitos, incluindo o de permanecer em silêncio e solicitar a presença de um advogado?""","""Boa tarde, Bruno Ferreira. Esta entrevista está EXTRA sendo gravada como parte da investigação sobre o arrombamento de uma residência na ERRO de 8 de ERRO senhor entende seus direitos, incluindo o de permanecer EXTRA em silêncio e solicitar a presença de um advogado?"""
"""Sim, entendi.""","""Sim, entendi."""
"""Ótimo. Estamos aqui para esclarecer sua presença na área e os itens encontrados em sua posse. O que tem a dizer sobre isso?""","""Ótimo. Estamos para esclarecer sua presença na ERRO e os EXTRA encontrados em sua posse. O que tem a dizer sobre isso?"""
"""Eu não arrombei nada. Estava só passando por ali.""","""Eu não arrombei EXTRA Estava só passando por ali."""
"""Bruno, pode nos contar o que estava fazendo nas proximidades da Rua dos Girassóis na madrugada de 8 de dezembro?""","""Bruno, pode contar que estava fazendo ERRO proximidades da Rua dos ERRO na madrugada de 8 de dezembro?"""
"""Eu estava voltando para casa depois de encontrar alguns amigos.""","""Eu EXTRA estava voltando para depois de encontrar alguns amigos."""
"""Entendido. E por que estava carregando uma mochila com objetos eletrônicos e dinheiro em espécie?""","ERRO E por que estava carregando uma mochila com objetos e dinheiro ERRO espécie?"""
"""Comprei esses itens de um cara que encontrei na rua. Achei que era um bom negócio.""","esses itens de um cara que encontrei na rua. ERRO que um bom negócio."""
"""Bruno, temos suas impressões digitais na janela da residência arrombada. Como explica isso?""","""Bruno, temos impressões digitais na da residência arrombada. Como explica isso?"""
"""Eu... talvez tenha encostado sem querer enquanto passava por lá. Mas não entrei na casa.""","""Eu... talvez tenha encostado ERRO querer enquanto passava por lá. Mas não entrei na EXTRA EXTRA casa."""
"""Entendido. Contudo, uma testemunha relatou ter visto você saindo do local com uma mochila que continha os itens furtados. Como justifica isso?""","ERRO Contudo, uma EXTRA testemunha relatou ter visto você saindo do local com mochila que continha os itens furtados. Como EXTRA justifica isso?"""
"""Essa pessoa deve estar confundindo. Eu comprei a mochila de outra pessoa.""","""Essa pessoa deve estar confundindo. Eu comprei a EXTRA mochila EXTRA de outra pessoa."""
"""Bruno, se comprou os itens de outra pessoa, por que não tem nenhuma prova dessa transação, como mensagens ou recibos?""","""Bruno, se comprou os itens de ERRO pessoa, por que não nenhuma prova dessa mensagens ou recibos?"""
"""Foi tudo rápido. O cara me ofereceu, eu paguei e fui embora. Não pensei em pedir nada.""","""Foi ERRO rápido. O cara ERRO ofereceu, eu paguei e fui embora. ERRO pensei em pedir nada."""
"""Entendido. Mas se foi assim, como explica o fato de os itens encontrados em sua posse serem idênticos aos descritos pela vítima?""","""Entendido. Mas se foi assim, EXTRA como explica o fato EXTRA de os ERRO em sua posse serem idênticos aos descritos pela vítima?"""
"""Eu não sei... talvez ele tenha pego esses itens e me vendido.""","""Eu não EXTRA sei... talvez ele tenha pego esses itens e me ERRO"
"""Bruno, as provas são claras: as digitais na janela, os itens encontrados com você e o depoimento da testemunha. Este é o momento de ser honesto. Há algo mais que queira nos contar?""","""Bruno, as provas são ERRO as digitais na janela, os itens encontrados com EXTRA você e EXTRA o EXTRA depoimento da testemunha. é o momento de ser honesto. algo mais que queira nos contar?"""
"""Eu não queria roubar, mas estava precisando de dinheiro. Foi um erro.""","""Eu não queria mas estava EXTRA precisando de dinheiro. Foi um erro."""
"""Entendo. Mas ao invadir a residência, o senhor causou danos e prejuízos à vítima. Reconhece a gravidade de suas ações?""","""Entendo. Mas ERRO ERRO a residência, senhor causou danos e prejuízos à Reconhece a gravidade de suas ações?"""
"""Sim, eu sei que errei. Não devia ter feito isso.""","""Sim, eu ERRO que errei. Não devia ter feito"
"""Bruno, agradeço pela sua colaboração. Esta gravação será analisada junto com as outras evidências. Se houver algo mais que queira acrescentar, agora é o momento.""","""Bruno, agradeço pela sua colaboração. Esta gravação será analisada junto com as outras evidências. Se algo mais que queira ERRO agora é o ERRO"
"""Não, já disse tudo. Só quero consertar isso.""","""Não, já disse tudo. ERRO quero consertar isso."""
"""Entendido. O senhor será informado sobre os próximos passos do processo. Obrigado pelo seu tempo.""","O senhor será informado sobre os próximos passos do processo. Obrigado EXTRA pelo ERRO tempo."""
"""Boa tarde, Eduardo Martins. Esta entrevista está sendo gravada como parte da investigação sobre o vandalismo ocorrido em um autocarro da Linha 37 na noite de 10 de dezembro. O senhor entende seus direitos, incluindo o de permanecer em silêncio e solicitar a presença de um advogado?""","""Boa tarde, Eduardo Martins. Esta entrevista está gravada como ERRO da EXTRA investigação sobre o vandalismo EXTRA ocorrido em autocarro da Linha 37 na noite ERRO 10 de ERRO O senhor entende seus direitos, incluindo o de permanecer em silêncio ERRO solicitar a presença de um advogado?"""
"""Sim, entendo.""","""Sim, entendo."""
"""Ótimo. Estamos aqui para esclarecer sua presença no local e as imagens que temos de você. O que tem a dizer sobre isso?""","""Ótimo. Estamos aqui para sua presença no local e as imagens EXTRA que temos de ERRO O que EXTRA tem a dizer sobre isso?"""
"""Eu não fiz nada. Estava só lá com os meus amigos.""","""Eu não fiz nada. ERRO só lá com os EXTRA meus amigos."""
"""Eduardo, pode nos contar o que estava fazendo nas proximidades da Rua das Flores por volta das 22h daquela noite?""","""Eduardo, pode nos contar o ERRO estava fazendo nas da Rua das Flores por volta ERRO 22h daquela noite?"""
"""Eu estava com os meus amigos. Só ficamos ali conversando e brincando.""","""Eu estava os meus amigos. Só ali conversando e brincando."""
"""Entendido. E pode explicar por que foi visto próximo ao autocarro com uma lata de spray na mão?""","""Entendido. E EXTRA pode explicar por que foi visto próximo ao autocarro EXTRA com uma lata de spray mão?"""
"""A lata não era minha. Peguei porque um dos meus amigos me passou, mas eu não fiz nada com ela.""","EXTRA EXTRA EXTRA ""A lata não era minha. Peguei porque um dos meus amigos me passou, mas eu não fiz com ela."""
